text	label
NEW YORK 1996-08-29	[('LOC', 0, 1)]
Monthly	[]
Latest Prior	[]
Amount $ 0.056 $ 0.056	[]
Pay Sept 27	[]
Record Sept 13	[]
NOTE : Full name of company is Dreyfus Strategic Municipals Inc .	[('ORG', 7, 10)]
Sierra Semiconductor jumps on exit plan .	[('ORG', 0, 1)]
Martin Wolk	[('PER', 0, 1)]
SEATTLE 1996-08-29	[('LOC', 0, 0)]
Sierra Semiconductor Corp jumped 23 percent Thursday on the expectation the company would emerge as a smaller but more profitable operation after its planned exit from the computer modem business .	[('ORG', 0, 2)]
The San Jose , Calif. , company was up 2-1/8 at 11-3/8 after its announcement Wednesday that it planned to pull out of the highly competitive modem-chip business and focus instead on the fast-growing market for computer networking equipment .	[('LOC', 1, 2), ('LOC', 4, 4)]
""" Certainly the company will be a much smaller company now , but it will be a more profitable business , "" said analyst Elias Moosa of Roberston Stephens & Co ."	[('ORG', 27, 30), ('PER', 24, 25)]
But analysts noted that Sierra still has much painful work ahead of it , including cutting as many as 150 jobs from its workforce , which currently has 500 people , and building up the business of its PMC-Sierra unit , which makes routing devices and chipsets for high-speed computer networks .	[('ORG', 4, 4), ('ORG', 38, 38)]
The company has announced plans to take a charge against earnings of $ 50 million to $ 80 million to write down the value of assets and inventories and cover severance payments .	[]
Scott Randall of Soundview Financial Group said the company likely would have difficulty selling its modem-chip business .	[('ORG', 3, 5), ('PER', 0, 1)]
""" Once you announce your intention to exit a business , it becomes a complete buyer 's market , "" he said ."	[]
And he said that while the company is focusing on the fastest-growing part of its business , the market for networking chips has begun to attract the attention of much-larger players such as International Business Machines Corp .	[('ORG', 33, 36)]
""" As the market develops the question is , are they able to make that transition to be a much larger company ? """	[]
Randall said .	[('PER', 0, 0)]
Other analysts were more bullish , even though the company is expected to shrink to slightly more than half its current size in sales .	[]
""" It 's a positive strategic move , "" said Miles Kan of Hambrecht & Quist ."	[('ORG', 13, 15), ('PER', 10, 11)]
""" The modem business is a low-margin , commodity business , "" he said ."	[]
The company 's PMC-Sierra unit generated $ 33 million of the company 's $ 117 million in sales in the first half of the year , compared with $ 45 million in sales of modem chips , Kan said .	[('ORG', 3, 3), ('PER', 37, 37)]
But the PMC unit is far more profitable , he said .	[('ORG', 2, 2)]
Sierra 's stock has fallen from a high of nearly $ 25 this year as the computer chip sector has been battered by falling prices and concern about slowing demand .	[('ORG', 0, 0)]
-- Seattle bureau 206-386-4848	[('LOC', 1, 1)]
Housecall shares sink after profit warning .	[('ORG', 0, 0)]
NEW YORK 1996-08-29	[('LOC', 0, 1)]
Shares in home healthcare services company Housecall Medical Resources Inc fell more than 50 percent on Thursday after the company said it expected a net loss for the fiscal fourth quarter .	[('ORG', 6, 9)]
Morgan Stanley said it downgraded the stock to underperform from outperform .	[('ORG', 0, 1)]
Housecall was off 7-3/8 to 7-1/8 in morning trading .	[('ORG', 0, 0)]
The Atlanta-based company went public in April at $ 16 a share .	[('MISC', 1, 1)]
Wall Street had expected the company to earn $ 0.17 a share in its fourth quarter , ended June 30 , according to First Call .	[('LOC', 0, 1)]
Housecall said fourth quarter earnings and revenues were expected to fall short of expectations .	[('ORG', 0, 0)]
It said its non-Medicare infusion therapy , hospice and nursing services businesses failed to meet budgeted revenues .	[('MISC', 3, 3)]
It also cited a limitation on Medicare reimbursement for some services provided during the quarter .	[('MISC', 6, 6)]
First Alliance net income slips .	[('ORG', 0, 1)]
IRVINE , Calif. 1996-08-29	[('LOC', 0, 0), ('LOC', 2, 2)]
First Alliance Corporation and Subsidiaries	[('ORG', 0, 4)]
Quarter ended June 30 Six Months ended June 30	[]
1996 1995 1996 1995	[]
Unaudited	[]
Total revenue	[]
17,024,000 18,174,000 31,834,000 24,137,000	[]
Total expense	[]
7,718,000 6,828,000 14,668,000 13,091,000	[]
Net Income 9,167,000 11,175,000 16,909,000 10,880,000	[]
Net Income Per	[]
Share 0.86 1.05 1.59 1.02	[]
Weighted average number of	[]
shares outstanding	[]
10,650,407 10,650,407 10,650,407 10,650,407	[]
Pro Forma :	[]
Historical income before income	[]
tax provision	[]
9,306,000 11,346,000 17,166,000 11,046,000	[]
Pro forma income tax	[]
provision 3,820,000 4,658,000 7,047,000 4,534,000	[]
Pro forma net	[]
income 5,486,000 6,688,000 10,119,000 6,512,000	[]
Pro forma net income	[]
per share 0.37 0.45 0.68 0.44	[]
Pro forma weighted average	[]
number of shares	[]
outstanding 14,775,000 14,775,000 14,775,000 14,775,000	[]
Oasis singer heads for U.S. after illness .	[('ORG', 0, 0), ('LOC', 4, 4)]
LONDON 1996-08-29	[('LOC', 0, 0)]
Liam Gallagher , singer of Britain 's top rock group Oasis , flew out on Thursday to join the band three days after the start of its U.S. tour .	[('ORG', 10, 10), ('PER', 0, 1), ('LOC', 5, 5), ('LOC', 27, 27)]
Gallagher made his usual obscene gestures and swore at journalists as he prepared to fly from London 's Heathrow airport to Chicago .	[('PER', 0, 0), ('LOC', 16, 16), ('LOC', 18, 18), ('LOC', 21, 21)]
""" I hate you f... ing lot , yet you 're always asking me too many things ."	[]
"I 'm not a supermodel you know , "" he said ."	[]
On Monday , just 15 minutes before his flight was due to depart , Liam decided not to travel with the rest of the group , which includes his brother Noel .	[('PER', 14, 14), ('PER', 30, 30)]
"Liam caught a taxi back to London saying he had "" problems at home "" ."	[('PER', 0, 0), ('LOC', 6, 6)]
He was believed to be suffering from laryngitis and said he had to go house-hunting with actress girlfriend Patsy Kensit .	[('PER', 18, 19)]
When they first heard that Liam had not flown out with the band at the start of the tour , many U.S. fans asked for refunds on their concert tickets .	[('PER', 5, 5), ('LOC', 21, 21)]
The group began the U.S. tour , which is scheduled to last until September 18 , with a concert in Chicago on Tuesday at which Noel Gallagher filled in for his brother as lead singer .	[('PER', 25, 26), ('LOC', 4, 4), ('LOC', 20, 20)]
Slough Estates helps lift property sector .	[('ORG', 0, 1)]
LONDON 1996-08-29	[('LOC', 0, 0)]
A strong set of interim results and an upbeat outlook from Slough Estates Plc helped to boost the property sector on Thursday .	[('ORG', 11, 13)]
Shares in Slough , which earlier announced a 14 percent rise in first-half pretax profit to 37.4 million stg , climbed nearly six percent , or 14p to 250 pence at 1009 GMT , while British Land added 12-1 / 2p to 468p , Land Securities rose 5-1 / 2p to 691p and Hammerson was 8p higher at 390 .	[('ORG', 2, 2), ('ORG', 35, 36), ('ORG', 44, 45), ('ORG', 53, 53), ('MISC', 32, 32)]
Traders said positive comment from investment banks Merrill Lynch and SBC Warburg also fueled the gains .	[('ORG', 7, 8), ('ORG', 10, 11)]
One dealer said positive stances from Merrill Lynch and SBC Warburg were the key factors behind the gains .	[('ORG', 6, 7), ('ORG', 9, 10)]
"A spokesman for Merrill Lynch said the bank was preparing to issue a note on the sector . """	[('ORG', 3, 4)]
"We have been very positive ( on property ) , "" he said , adding : "" On a technical basis it is our most favoured sector . """	[]
SBC Warburg issued an update on the property sector on Thursday , saying that most of the predictions it made at the start of the year were being realised .	[('ORG', 0, 1)]
""" In the property market it is a case of so far , so good , "" a member of SBC Warburg 's property team said ."	[('ORG', 20, 21)]
SBC Warburg said it is maintaining its forecast for five percent growth in rental incomes during 1996 , but it has shaved its forecast for capital growth to five percent from six .	[('ORG', 0, 1)]
"The spokesman said SBC Warburg has also put an "" add "" recommendation on Slough Estates ' shares , but added that this "" is a general move , not because of the results . """	[('ORG', 3, 4), ('ORG', 14, 15)]
"Slough 's chairman Sir Nigel Mobbs added to the bullish mood in the sector , saying in a statement that "" with the prospect of a period of steady economic growth and low inflation ahead , there is good reason to believe that the property sector should continue its improvement . """	[('ORG', 0, 0), ('PER', 4, 5)]
-- Jonathan Birt , London Newsroom +44 171 542 7717	[('ORG', 4, 5), ('PER', 1, 2)]
Canada 's international travel account gap shrinks .	[('LOC', 0, 0)]
OTTAWA 1996-08-29	[('LOC', 0, 0)]
Higher spending by foreign visitors and less Canadian tourist spending abroad cut the deficit in Canada 's international travel account by 26.5 percent in the second quarter , Statistics Canada said on Thursday .	[('ORG', 28, 29), ('LOC', 15, 15), ('MISC', 7, 7)]
The deficit fell to a seasonally adjusted C$ 715 million in the second quarter from C$ 973 million in the first , as foreigners spent a record C$ 3.00 billion seasonally adjusted while Canadians reduced their spending abroad by 5.1 percent to C$ 3.72 billion .	[('MISC', 7, 7), ('MISC', 15, 15), ('MISC', 27, 27), ('MISC', 33, 33), ('MISC', 42, 42)]
-- Reuters Ottawa Burea ( 613 ) 235-6745	[('ORG', 1, 3)]
Jordanian PM Kabariti meets Arafat in West Bank .	[('PER', 2, 2), ('PER', 4, 4), ('LOC', 6, 7), ('MISC', 0, 0)]
RAMALLAH , West Bank 1996-08-29	[('LOC', 0, 0), ('LOC', 2, 3)]
Jordanian Prime Minister Abdul-Karim al-Kabariti began talks with Palestinian President Yasser Arafat in the West Bank on Thursday on the stalled Middle East peace process , officials said .	[('PER', 3, 4), ('PER', 10, 11), ('LOC', 14, 15), ('LOC', 21, 22), ('MISC', 0, 0), ('MISC', 8, 8)]
Kabariti flew by helicopter to Palestinian-ruled Ramallah and after a brief arrival ceremony went into talks with Arafat .	[('PER', 0, 0), ('PER', 17, 17), ('LOC', 6, 6), ('MISC', 5, 5)]
The prime minister 's visit , his first trip outside the country since Jordan was shaken by food riots earlier this month , came against the backdrop of a Palestinian general strike in the West Bank and Gaza .	[('LOC', 13, 13), ('LOC', 34, 35), ('LOC', 37, 37), ('MISC', 29, 29)]
Arafat called the four-hour strike , which ended at noon ( 0900 GMT ) to protest against Israeli policy on settlements and Jerusalem .	[('PER', 0, 0), ('LOC', 22, 22), ('MISC', 12, 12), ('MISC', 17, 17)]
"Jordan 's official state news agency Petra said Kabariti would hold discussions "" on the latest developments in the peace process and bilateral cooperation "" ."	[('ORG', 6, 6), ('PER', 8, 8), ('LOC', 0, 0)]
Iran says five spy networks destroyed , 41 held .	[('LOC', 0, 0)]
TEHRAN 1996-08-29	[('LOC', 0, 0)]
Iranian security forces have broken up five espionage rings in northwestern Iran and arrested 41 people on charges of spying for unnamed countries , a daily newspaper said on Thursday .	[('LOC', 11, 11), ('MISC', 0, 0)]
"Jomhuri Eslami quoted the West Azerbaijan province security chief as saying those held confessed to gathering confidential information , photographing strategic sites , doing propaganda against state officials and "" spreading pan-Turkism "" ."	[('ORG', 0, 1), ('LOC', 4, 5), ('MISC', 31, 31)]
It was not clear if they were the same five spy rings , allegedly led by Turkish diplomats , that Iran said in April it had broken up in the same area , which borders Turkey .	[('LOC', 20, 20), ('LOC', 35, 35), ('MISC', 16, 16)]
The April arrests were announced shortly after a row in which Tehran asked Ankara to withdraw four Turkish diplomats accused of spying , and Turkey expelled four Iranian diplomats for their alleged links to killings of Iranian exiles .	[('LOC', 11, 11), ('LOC', 13, 13), ('LOC', 24, 24), ('MISC', 17, 17), ('MISC', 27, 27), ('MISC', 36, 36)]
Ties between the two neighbours , strained also over a military accord between Turkey and Israel which drew strong Iranian objections , have improved since Islamist Necmettin Erbakan took over as Turkish prime minister in June .	[('PER', 26, 27), ('LOC', 13, 13), ('LOC', 15, 15), ('MISC', 19, 19), ('MISC', 25, 25), ('MISC', 31, 31)]
The daily Iran on Thursday quoted Intelligence Minister Ali Fallahiyan as saying agents arrested 137 people for allegedly spying for Iraq , the United States and other unnamed countries in the Iranian year which ended on March 19 .	[('PER', 8, 9), ('LOC', 2, 2), ('LOC', 20, 20), ('LOC', 23, 24), ('MISC', 31, 31)]
